,class,suff,to_cut
25770,V,ere,3
25771,V,re,3
25772,V,re,2
25773,V,are,1
25774,V,re,4
25775,V,re,4
25776,V,iare,6
25777,V,are,2
25778,A,,0
25779,A,,0
25780,V,re,2
25781,V,re,0
25782,A,o,1
25783,V,re,2
25784,V,are,6
25785,V,are,3
25786,V,re,2
25787,V,re,2
25788,V,are,5
25789,V,e,3
25790,V,re,2
25791,A,re,3
25792,N,e,1
25793,N,,0
25794,V,re,5
25795,V,re,2
25796,V,iare,5
25797,V,e,1
25798,V,re,3
25799,V,e,2
25800,V,re,4
25801,V,re,2
25802,V,ere,3
25803,V,re,3
25804,V,are,4
25805,A,,0
25806,V,re,5
25807,V,re,3
25808,V,re,4
25809,V,re,2
25810,V,re,1
25811,V,,0
25812,V,re,2
25813,V,re,2
25814,V,are,6
25815,V,,0
25816,V,,3
25817,A,,0
25818,V,re,4
25819,A,re,3
25820,A,ire,4
25821,N,,0
25822,V,e,3
25823,V,e,3
25824,V,re,1
25825,V,e,3
25826,V,re,4
25827,V,re,4
25828,V,are,6
25829,V,are,1
25830,A,re,3
25831,V,are,3
25832,V,e,3
25833,V,are,4
25834,A,,0
25835,V,re,2
25836,V,are,8
25837,V,re,3
25838,V,re,5
25839,V,are,6
25840,A,are,1
25841,V,re,3
25842,V,are,4
25843,V,ire,3
25844,V,are,6
25845,V,re,3
25846,V,are,8
25847,V,re,2
25848,V,gliere,3
25849,V,re,4
25850,V,are,4
25851,V,are,3
25852,V,uocere,7
25853,V,are,1
25854,V,re,5
25855,V,are,4
25856,V,re,4
25857,V,re,3
25858,V,re,4
25859,V,re,3
25860,V,are,7
25861,V,re,2
25862,V,ere,3
25863,V,re,1
25864,V,re,3
25865,V,are,6
25866,V,re,3
25867,A,re,3
25868,V,re,2
25869,V,are,4
25870,V,re,3
25871,A,e,1
25872,V,re,0
25873,V,iare,5
25874,V,re,1
25875,V,are,4
25876,V,are,4
25877,V,ere,3
25878,V,are,2
25879,A,,0
25880,V,are,6
25881,V,re,0
25882,V,re,2
25883,A,re,3
25884,V,are,6
25885,V,are,6
25886,V,re,2
25887,V,ire,2
25888,V,re,2
25889,A,,0
25890,V,,0
25891,V,re,4
25892,V,re,2
25893,V,re,4
25894,V,are,8
25895,V,are,4
25896,V,re,3
25897,V,e,2
25898,V,iare,6
25899,V,are,7
25900,N,a,1
25901,V,e,0
25902,V,re,3
25903,A,o,1
25904,V,,0
25905,V,are,4
25906,V,are,1
25907,V,re,3
25908,V,are,6
25909,V,iare,4
25910,A,,0
25911,V,e,1
25912,V,are,2
25913,V,e,0
25914,A,o,1
25915,V,are,4
25916,A,re,3
25917,V,are,6
25918,A,,0
25919,V,are,6
25920,A,o,1
25921,V,are,3
25922,V,are,3
25923,V,are,5
25924,V,re,3
25925,V,re,3
25926,N,a,1
25927,V,e,4
25928,V,are,6
25929,V,re,3
25930,A,sso,3
25931,V,are,6
25932,V,re,3
25933,N,,0
25934,V,are,6
25935,V,are,5
25936,V,are,2
25937,V,re,3
25938,V,re,2
25939,A,o,0
25940,V,e,0
25941,V,are,6
25942,V,re,3
25943,V,are,8
25944,V,are,1
25945,V,e,0
25946,V,e,3
25947,N,,0
25948,N,,0
25949,V,re,4
25950,N,a,1
25951,V,re,2
25952,V,re,5
25953,V,are,1
25954,V,are,6
25955,V,e,2
25956,A,ire,4
25957,V,re,3
25958,V,re,4
25959,V,re,2
25960,V,are,6
25961,V,are,6
25962,V,re,3
25963,V,are,8
25964,A,o,0
25965,V,re,1
25966,A,o,1
25967,V,re,4
25968,V,rre,6
25969,V,are,6
25970,V,are,1
25971,V,re,3
25972,V,re,3
25973,V,re,4
25974,V,are,6
25975,V,are,3
25976,N,e,1
25977,V,re,2
25978,N,a,1
25979,N,,0
25980,V,are,5
25981,V,are,3
25982,V,,3
25983,V,re,4
25984,V,are,4
25985,V,are,4
25986,N,,0
25987,V,are,3
25988,V,are,1
25989,V,are,5
25990,A,,0
25991,A,e,1
25992,V,are,6
25993,V,,0
25994,V,re,3
25995,V,re,3
25996,V,e,3
25997,V,re,3
25998,V,e,0
25999,V,are,5
26000,V,are,5
26001,V,are,6
26002,V,re,2
26003,V,re,3
26004,V,re,0
26005,V,,2
26006,V,re,2
26007,A,rre,4
26008,V,ere,2
26009,V,e,2
26010,V,e,3
26011,N,a,1
26012,V,,1
26013,V,re,3
26014,V,are,6
26015,V,re,2
26016,V,re,2
26017,V,re,3
26018,A,,0
26019,V,are,5
26020,V,dere,3
26021,V,re,2
26022,V,re,2
26023,V,re,3
26024,A,a,1
26025,V,,3
26026,V,re,5
26027,N,,0
26028,V,re,3
26029,V,are,6
26030,V,are,6
26031,V,re,2
26032,V,,3
26033,V,re,3
26034,V,re,2
26035,V,are,5
26036,V,re,4
26037,V,re,3
26038,V,,2
26039,V,re,3
26040,V,re,4
26041,V,ere,3
26042,V,ere,4
26043,V,re,3
26044,V,re,2
26045,V,re,2
26046,V,are,6
26047,N,e,1
26048,V,re,1
26049,V,re,4
26050,A,,0
26051,N,,0
26052,V,are,3
26053,V,are,4
26054,V,re,3
26055,V,are,6
26056,V,are,7
26057,N,a,1
26058,V,are,1
26059,A,ire,4
26060,A,o,2
26061,V,ggere,3
26062,N,a,1
26063,V,re,4
26064,V,re,3
26065,V,re,4
26066,V,,2
26067,V,e,3
26068,V,re,1
26069,A,o,2
26070,A,,0
26071,V,,3
26072,V,re,1
26073,V,re,2
26074,V,re,3
26075,V,are,1
26076,V,e,3
26077,V,re,2
26078,A,o,2
26079,V,re,3
26080,N,e,1
26081,V,are,7
26082,A,o,2
26083,V,re,4
26084,V,re,3
26085,V,are,4
26086,V,are,3
26087,V,e,2
26088,V,re,3
26089,V,are,4
26090,A,ire,4
26091,V,re,3
26092,V,re,5
26093,V,re,2
26094,N,e,1
26095,V,are,2
26096,V,are,5
26097,V,re,1
26098,N,o,1
26099,V,are,1
26100,V,re,4
26101,V,re,4
26102,V,re,3
26103,V,are,8
26104,V,are,2
26105,A,o,1
26106,V,re,4
26107,V,are,4
26108,V,re,3
26109,V,are,6
26110,V,are,8
26111,V,re,2
26112,V,e,2
26113,V,re,4
26114,V,ere,3
26115,V,,5
26116,A,re,3
26117,V,are,5
26118,V,are,5
26119,V,ere,2
26120,V,are,5
26121,A,o,1
26122,A,e,1
26123,A,o,1
26124,V,re,3
26125,V,e,2
26126,N,a,1
26127,V,re,2
26128,V,re,1
26129,V,re,5
26130,V,re,2
26131,V,e,1
26132,A,a,1
26133,V,re,3
26134,V,are,6
26135,V,re,3
26136,V,,3
26137,V,are,6
26138,A,,0
26139,A,o,0
26140,V,re,2
26141,V,re,2
26142,V,,5
26143,V,are,8
26144,V,are,7
26145,V,re,3
26146,A,o,1
26147,V,are,4
26148,V,are,4
26149,V,e,0
26150,V,re,2
26151,A,o,1
26152,V,re,2
26153,A,o,1
26154,V,re,3
26155,V,ere,2
26156,A,re,3
26157,V,are,3
26158,V,re,1
26159,A,o,1
26160,V,are,5
26161,V,re,2
26162,V,are,3
26163,V,are,4
26164,V,,3
26165,V,are,6
26166,V,re,2
26167,V,re,0
26168,V,re,1
26169,V,re,3
26170,V,,0
26171,V,re,2
26172,V,are,8
26173,V,re,2
26174,N,e,1
26175,V,re,2
26176,A,e,1
26177,V,are,1
26178,V,re,0
26179,A,o,1
26180,V,are,6
26181,V,,5
26182,V,e,0
26183,V,are,5
26184,V,e,0
26185,N,,0
26186,V,arsi,1
26187,V,,5
26188,V,,2
26189,V,iare,4
26190,V,re,2
26191,N,,0
26192,V,re,3
26193,V,re,4
26194,V,nere,6
26195,V,are,4
26196,V,re,2
26197,V,are,5
26198,V,e,2
26199,A,re,3
26200,V,are,6
26201,N,,0
26202,N,o,1
26203,V,re,4
26204,V,re,2
26205,V,re,4
26206,V,re,2
26207,V,are,3
26208,V,re,2
26209,N,,0
26210,V,re,2
26211,V,are,1
26212,A,o,1
26213,V,re,3
26214,V,re,4
26215,V,re,2
26216,V,,3
26217,N,e,1
26218,V,are,4
26219,V,re,5
26220,N,e,1
26221,V,re,3
26222,N,o,1
26223,V,re,2
26224,V,e,0
26225,V,are,4
26226,V,are,8
26227,V,re,3
26228,V,re,4
26229,V,re,3
26230,V,re,4
26231,V,are,1
26232,V,,0
26233,V,are,6
26234,A,o,1
26235,A,o,1
26236,V,re,5
26237,V,rre,4
26238,V,re,3
26239,V,,0
26240,V,re,2
26241,V,re,3
26242,V,are,4
26243,V,e,3
26244,V,re,3
26245,V,re,3
26246,V,are,7
26247,V,,0
26248,V,re,0
26249,V,re,1
26250,V,are,5
26251,V,e,2
26252,V,re,2
26253,V,are,1
26254,V,e,2
26255,V,,3
26256,V,re,3
26257,A,are,4
26258,V,re,3
26259,N,o,0
26260,V,are,6
26261,V,are,4
26262,V,ere,2
26263,A,re,3
26264,V,re,3
26265,N,,0
26266,V,re,4
26267,V,re,3
26268,V,re,2
26269,V,re,3
26270,V,re,4
26271,V,e,3
26272,V,re,4
26273,V,are,4
26274,V,re,4
26275,V,re,2
26276,V,e,2
26277,V,re,4
26278,V,are,6
26279,V,are,6
26280,V,re,3
26281,V,re,4
26282,V,are,1
26283,V,re,3
26284,V,re,1
26285,V,re,0
26286,V,ire,1
26287,A,e,1
26288,V,re,2
26289,V,re,2
26290,V,re,4
26291,V,are,5
26292,V,ere,1
26293,V,are,4
26294,A,o,1
26295,V,re,2
26296,V,re,2
26297,V,are,7
26298,V,are,4
26299,V,re,3
26300,V,are,1
26301,V,are,6
26302,V,re,3
26303,V,,0
26304,N,,0
26305,V,re,3
26306,V,are,1
26307,V,re,5
26308,V,re,5
26309,V,are,4
26310,V,re,3
26311,V,re,3
26312,V,,3
26313,V,re,2
26314,V,are,6
26315,V,re,1
26316,V,re,2
26317,A,o,1
26318,A,o,1
26319,N,,0
26320,V,are,6
26321,V,rre,5
26322,V,are,3
26323,V,re,2
26324,V,e,0
26325,V,re,2
26326,V,re,3
26327,V,re,3
26328,V,are,5
26329,V,ere,3
26330,A,e,1
26331,V,are,3
26332,V,are,4
26333,V,re,4
26334,V,re,3
26335,V,,0
26336,V,re,4
26337,N,,0
26338,V,re,3
26339,V,re,4
26340,A,re,3
26341,V,e,3
26342,V,re,5
26343,V,e,3
26344,V,re,2
26345,V,re,4
26346,V,re,3
26347,V,are,8
26348,N,,0
26349,V,re,5
26350,N,e,1
26351,V,are,6
26352,V,re,3
26353,V,are,6
26354,A,re,3
26355,A,re,3
26356,A,,0
26357,A,e,1
26358,V,re,3
26359,N,rre,1
26360,V,re,1
26361,V,are,6
26362,A,o,1
26363,V,are,4
26364,V,are,6
26365,V,re,1
26366,V,,0
26367,V,,4
26368,V,re,2
26369,V,re,1
26370,V,re,3
26371,V,are,3
26372,V,re,2
26373,N,o,1
26374,V,are,4
26375,N,,0
26376,N,are,4
26377,A,,0
26378,V,re,0
26379,V,re,5
26380,V,re,1
26381,V,re,2
26382,N,e,1
26383,V,ere,1
26384,A,re,3
26385,V,are,1
26386,A,,1
26387,V,,5
26388,V,,3
26389,V,re,2
26390,V,are,3
26391,V,re,1
26392,V,re,3
26393,V,re,2
26394,V,re,2
26395,V,are,4
26396,V,e,0
26397,V,are,2
26398,V,are,4
26399,V,re,1
26400,V,,0
26401,V,re,0
26402,V,re,1
26403,V,re,2
26404,A,re,3
26405,V,re,3
26406,A,o,1
26407,A,,0
26408,V,re,3
26409,V,re,5
26410,V,e,2
26411,V,are,5
26412,V,re,2
26413,V,re,0
26414,V,re,0
26415,V,re,4
26416,V,are,6
26417,V,,3
26418,V,are,4
26419,V,e,2
26420,V,re,4
26421,V,re,2
26422,A,re,3
26423,V,re,0
26424,V,,0
26425,V,re,5
26426,V,re,2
26427,A,,1
26428,V,are,1
26429,V,re,4
26430,V,are,4
26431,A,re,3
26432,V,ere,3
26433,V,are,4
26434,A,re,3
26435,N,o,1
26436,V,are,5
26437,V,re,3
26438,V,re,3
26439,V,re,3
26440,V,are,5
26441,V,re,2
26442,A,o,1
26443,V,are,6
26444,V,re,5
26445,N,,0
26446,V,are,3
26447,V,are,5
26448,N,o,1
26449,V,re,5
26450,V,e,4
26451,V,re,2
26452,V,ere,4
26453,V,e,1
26454,N,,0
26455,V,are,6
26456,V,re,4
26457,V,are,3
26458,V,e,1
26459,A,e,1
26460,A,,0
26461,V,are,3
26462,A,ire,4
26463,V,are,4
26464,V,are,4
26465,V,,3
26466,V,are,6
26467,V,are,6
26468,V,re,4
26469,A,o,2
26470,V,,0
26471,A,re,3
26472,N,,0
26473,V,are,4
26474,V,,0
26475,V,are,6
26476,V,are,4
26477,V,are,6
26478,V,re,2
26479,V,are,6
26480,V,are,5
26481,V,are,4
26482,V,are,4
26483,V,are,4
26484,A,o,1
26485,V,are,4
26486,A,,0
26487,V,re,3
26488,A,,0
26489,V,are,8
26490,N,e,1
26491,N,e,1
26492,V,re,3
26493,V,re,2
26494,A,are,3
26495,A,re,3
26496,V,e,3
26497,V,re,4
26498,V,are,3
26499,V,e,3
26500,V,re,3
26501,V,e,3
26502,V,are,4
26503,V,e,2
26504,V,are,4
26505,V,e,3
26506,A,o,1
26507,V,,0
26508,V,re,2
26509,V,re,0
26510,V,rre,3
26511,V,are,7
26512,V,are,3
26513,V,re,2
26514,V,re,3
26515,V,re,4
26516,V,re,3
26517,V,are,6
26518,V,are,6
26519,V,are,1
26520,V,re,2
26521,V,are,1
26522,V,re,3
26523,V,re,3
26524,V,re,3
26525,V,re,4
26526,V,e,1
26527,V,re,2
26528,V,re,3
26529,V,re,0
26530,V,re,3
26531,V,iare,4
26532,V,gliere,0
26533,V,e,0
26534,V,are,2
26535,V,re,2
26536,A,,0
26537,V,are,6
26538,V,are,3
26539,V,are,2
26540,V,e,2
26541,V,are,6
26542,A,o,1
26543,N,,0
26544,V,ere,0
26545,V,e,3
26546,N,,0
26547,V,re,3
26548,V,re,4
26549,A,o,0
26550,A,,0
26551,A,,0
26552,V,are,6
26553,V,nere,3
26554,V,re,1
26555,V,ere,2
26556,V,re,4
26557,N,e,1
26558,V,re,4
26559,V,re,1
26560,V,re,3
26561,V,re,4
26562,V,are,7
26563,V,e,0
26564,V,re,1
26565,V,re,3
26566,V,re,2
26567,V,re,3
26568,V,e,0
26569,A,,1
26570,V,re,3
26571,V,,0
26572,V,are,4
26573,V,are,6
26574,V,re,5
26575,V,e,2
26576,V,are,1
26577,V,,3
26578,N,,0
26579,V,are,3
26580,V,re,1
26581,V,ere,0
26582,V,re,2
26583,V,re,2
26584,A,,0
26585,V,iare,7
26586,V,re,3
26587,V,re,4
26588,V,are,6
26589,V,re,1
26590,V,re,3
26591,V,re,3
26592,V,are,5
26593,V,ere,3
26594,V,re,2
26595,V,re,1
26596,V,are,5
26597,V,iare,5
26598,V,re,5
26599,V,are,5
26600,V,are,4
26601,V,re,5
26602,V,are,3
26603,V,re,3
26604,N,e,1
26605,V,are,4
26606,V,re,2
26607,V,are,4
26608,V,are,3
26609,V,are,5
26610,A,o,1
26611,V,are,1
26612,V,ndere,2
26613,V,are,7
26614,V,are,2
26615,V,re,1
26616,V,re,4
26617,V,,3
26618,V,re,2
26619,V,re,2
26620,V,ire,2
26621,A,,1
26622,A,re,3
26623,V,ire,4
26624,V,re,4
26625,V,re,3
26626,V,re,3
26627,V,ire,4
26628,V,are,6
26629,V,are,4
26630,V,are,4
26631,N,a,1
26632,V,e,0
26633,V,re,3
26634,V,are,8
26635,V,are,4
26636,V,re,5
26637,V,are,3
26638,V,re,3
26639,V,re,2
26640,V,re,5
26641,V,re,2
26642,A,re,3
26643,V,re,3
26644,V,e,3
26645,V,re,3
26646,V,re,2
26647,V,,3
26648,V,re,3
26649,V,re,2
26650,A,re,3
26651,V,,2
26652,V,re,2
26653,A,,0
26654,V,are,2
26655,V,re,4
26656,V,re,4
26657,V,are,2
26658,V,,0
26659,V,are,1
26660,A,,0
26661,V,re,3
26662,V,are,6
26663,V,re,3
26664,V,re,5
26665,V,re,4
26666,V,re,5
26667,V,iare,6
26668,N,a,1
26669,V,e,3
26670,V,e,2
26671,A,o,1
26672,N,,0
26673,V,re,2
26674,V,re,2
26675,V,ere,2
26676,V,are,2
26677,V,are,7
26678,V,re,3
26679,V,are,1
26680,V,,0
26681,V,are,4
26682,V,re,1
26683,V,re,3
26684,V,e,0
26685,V,,2
26686,V,,2
26687,V,are,4
26688,V,ere,1
26689,V,,0
26690,V,e,0
26691,V,are,6
26692,A,re,3
26693,V,re,3
26694,V,re,3
26695,V,re,3
26696,A,re,3
26697,V,re,4
26698,V,re,3
26699,A,o,1
26700,V,are,1
26701,A,o,1
26702,V,re,4
26703,V,are,4
26704,V,re,4
26705,N,o,1
26706,V,ere,3
26707,V,are,6
26708,N,,0
26709,V,rre,3
26710,V,re,2
26711,V,are,1
26712,V,re,4
26713,V,re,2
26714,V,re,3
26715,V,iare,6
26716,V,re,5
26717,V,are,4
26718,V,are,4
26719,A,o,0
26720,V,,3
26721,N,o,1
26722,V,re,2
26723,V,are,6
26724,V,,0
26725,V,re,3
26726,N,o,2
26727,A,o,1
26728,A,ire,4
26729,V,e,0
26730,V,re,4
26731,A,re,3
26732,N,,0
26733,V,re,4
26734,V,ere,3
26735,N,a,1
26736,V,re,5
26737,V,re,5
26738,V,are,6
26739,V,are,1
26740,V,re,2
26741,V,are,6
26742,A,re,3
26743,V,e,4
26744,V,are,4
26745,V,re,3
26746,V,are,3
26747,V,re,2
26748,N,o,1
26749,V,dere,1
26750,A,re,3
26751,V,ere,1
26752,V,iare,4
26753,N,re,0
26754,V,are,4
26755,V,are,4
26756,V,re,2
26757,A,,0
26758,A,o,1
26759,V,re,3
26760,N,,0
26761,V,are,3
26762,V,re,4
26763,V,are,1
26764,V,are,7
26765,V,,0
26766,V,are,6
26767,V,are,6
26768,V,e,0
26769,V,are,3
26770,V,re,2
26771,V,rre,2
26772,V,,0
26773,V,are,4
26774,V,are,4
26775,V,re,5
26776,N,o,1
26777,V,re,3
26778,V,are,9
26779,V,are,6
26780,V,iare,4
26781,V,re,4
26782,N,,0
26783,N,,0
26784,V,ire,4
26785,V,are,3
26786,A,,0
26787,N,,0
26788,V,are,4
26789,V,are,6
26790,V,re,4
26791,V,e,1
26792,V,e,2
26793,V,iare,6
26794,V,rre,4
26795,V,are,2
26796,V,re,4
26797,V,are,1
26798,V,are,4
26799,V,re,4
26800,A,o,1
26801,V,re,1
26802,V,re,2
26803,V,are,7
26804,V,re,3
26805,V,re,2
26806,V,re,5
26807,V,are,6
26808,V,iare,4
26809,V,re,4
26810,N,,0
26811,V,re,3
26812,V,re,0
26813,V,re,0
26814,A,o,1
26815,V,are,8
26816,V,are,6
26817,V,re,3
26818,N,a,1
26819,V,re,3
26820,V,are,5
26821,V,re,3
26822,V,are,4
26823,V,re,4
26824,V,re,1
26825,V,rre,3
26826,V,re,3
26827,V,are,6
26828,V,,0
26829,V,are,7
26830,V,re,1
26831,V,,1
26832,V,are,6
26833,V,re,2
26834,V,gere,2
26835,V,re,1
26836,V,are,6
26837,V,re,2
26838,V,ire,4
26839,V,re,2
26840,V,re,3
26841,V,re,2
26842,A,o,1
26843,V,are,1
26844,N,o,2
26845,A,,1
26846,V,re,2
26847,V,re,3
26848,A,o,1
26849,V,,3
26850,V,re,3
26851,V,re,5
26852,V,re,1
26853,N,,0
26854,V,re,2
26855,N,o,1
26856,V,re,4
26857,V,are,4
26858,N,e,0
26859,V,re,3
26860,V,re,0
26861,V,,5
26862,V,e,4
26863,V,e,1
26864,V,re,4
26865,V,re,1
26866,V,re,4
26867,V,e,0
26868,V,ere,4
26869,V,are,1
26870,V,re,5
26871,V,re,3
26872,V,re,5
26873,V,are,6
26874,A,o,1
26875,V,re,1
26876,V,re,1
26877,A,e,1
26878,V,e,3
26879,V,re,2
26880,V,re,3
26881,V,e,0
26882,V,re,3
26883,V,are,5
26884,A,o,1
26885,V,e,3
26886,V,re,4
26887,V,are,1
26888,V,re,2
26889,V,re,2
26890,V,re,3
26891,V,are,1
26892,V,re,4
26893,V,re,4
26894,V,e,2
26895,A,o,2
26896,V,re,3
26897,V,re,2
26898,A,re,3
26899,V,are,6
26900,V,e,3
26901,V,,5
26902,V,re,3
26903,V,re,2
26904,V,are,5
26905,V,e,1
26906,V,are,5
26907,V,are,2
26908,V,are,2
26909,V,are,4
26910,V,are,7
26911,V,are,6
26912,V,are,7
26913,V,e,0
26914,V,are,4
26915,V,are,4
26916,A,a,1
26917,V,are,3
26918,V,are,5
26919,A,,0
26920,V,are,3
26921,V,are,6
26922,A,o,1
26923,V,e,2
26924,V,are,5
26925,N,,0
26926,V,are,6
26927,A,ore,4
26928,V,are,8
26929,V,re,5
26930,V,are,1
26931,V,are,7
26932,V,are,6
26933,V,re,1
26934,V,re,3
26935,N,e,1
26936,A,o,1
26937,V,are,4
26938,V,re,4
26939,A,o,1
26940,V,re,2
26941,V,e,2
26942,N,,0
26943,A,,0
26944,V,are,8
26945,A,re,3
26946,N,,0
26947,V,are,6
26948,V,re,4
26949,V,are,5
26950,N,a,1
26951,N,re,0
26952,V,re,4
26953,V,iare,6
26954,N,,0
26955,A,o,1
26956,V,are,3
26957,N,,0
26958,V,re,2
26959,V,are,5
26960,V,re,2
26961,V,re,2
26962,V,re,3
26963,V,are,4
26964,V,e,0
26965,V,re,3
26966,A,,0
26967,A,o,1
26968,V,are,6
26969,A,o,1
26970,V,are,4
26971,V,,0
26972,V,re,2
26973,N,a,1
26974,V,re,3
26975,V,re,2
26976,V,are,1
26977,N,a,1
26978,V,are,4
26979,N,,1
26980,A,,0
26981,V,,0
26982,V,are,6
26983,V,are,6
26984,V,re,2
26985,V,are,5
26986,V,re,2
26987,V,are,3
26988,V,are,1
26989,V,are,6
26990,N,,0
26991,V,are,2
26992,N,,0
26993,N,,0
26994,V,iare,6
26995,A,o,1
26996,V,are,1
26997,V,re,3
26998,V,are,1
26999,V,re,3
27000,A,,0
27001,V,re,2
27002,V,re,5
27003,A,,0
27004,V,are,6
27005,V,,0
27006,A,,0
27007,V,re,4
27008,V,ere,4
27009,V,are,7
27010,V,re,4
27011,V,are,2
27012,V,are,4
27013,V,re,4
27014,V,re,3
27015,V,e,3
27016,V,re,3
27017,V,are,4
27018,V,e,3
27019,N,o,1
27020,N,a,1
27021,V,dere,2
27022,N,o,1
27023,A,re,3
27024,A,re,3
27025,V,are,8
27026,V,are,7
27027,V,re,3
27028,V,,0
27029,N,re,3
27030,V,ire,1
27031,V,are,7
27032,V,are,6
27033,V,rre,3
27034,V,re,3
27035,V,re,2
27036,N,,0
27037,N,,0
27038,V,re,4
27039,V,,0
27040,V,e,2
27041,V,are,4
27042,A,re,3
27043,V,e,2
27044,N,,0
27045,V,re,1
27046,V,re,4
27047,V,re,2
27048,N,,0
27049,N,,0
27050,V,re,2
27051,V,re,2
27052,V,are,3
27053,V,are,4
27054,A,o,1
27055,V,re,3
27056,V,re,1
27057,V,re,3
27058,V,re,3
27059,A,,0
27060,V,re,3
27061,V,are,4
27062,A,o,1
27063,V,are,4
27064,V,dere,2
27065,V,re,3
27066,N,,0
27067,V,are,5
27068,V,re,2
27069,V,are,4
27070,V,re,5
27071,V,are,4
27072,V,re,1
27073,V,re,3
27074,V,are,6
27075,V,re,2
27076,V,re,3
27077,V,re,2
27078,V,re,3
27079,V,re,2
27080,V,re,3
27081,V,,0
27082,V,re,3
27083,V,re,2
27084,N,e,0
27085,V,re,2
27086,V,re,3
27087,V,are,6
27088,V,re,5
27089,V,re,3
27090,V,e,2
27091,A,a,2
27092,V,are,1
27093,V,are,1
27094,V,are,4
27095,V,re,1
27096,V,e,2
27097,V,re,2
27098,V,are,3
27099,V,are,4
27100,V,are,6
27101,A,re,3
27102,V,are,3
27103,V,,0
27104,V,e,2
27105,V,are,4
27106,V,re,0
27107,A,o,1
27108,V,re,4
27109,V,are,6
27110,V,re,3
27111,V,re,4
27112,V,re,2
27113,V,are,6
27114,V,re,3
27115,V,re,3
27116,V,re,0
27117,V,re,4
27118,V,e,0
27119,V,re,1
27120,V,re,2
27121,V,re,4
27122,V,re,0
27123,V,re,2
27124,V,are,3
27125,V,are,3
27126,V,are,5
27127,V,re,2
27128,A,a,1
27129,A,re,3
27130,V,re,5
27131,V,re,3
27132,V,re,2
27133,V,re,2
27134,V,re,3
27135,V,re,3
27136,V,are,3
27137,A,o,1
27138,V,e,3
27139,V,are,6
27140,V,re,3
27141,V,rire,3
27142,V,re,3
27143,V,are,7
27144,V,re,3
27145,V,are,7
27146,V,iare,5
27147,V,re,2
27148,V,re,3
27149,V,re,1
27150,V,are,2
27151,V,re,2
27152,V,re,2
27153,V,are,2
27154,V,,4
27155,V,ere,4
27156,V,e,3
27157,N,,0
27158,V,re,1
27159,V,re,3
27160,A,re,3
27161,V,rire,4
27162,V,are,4
27163,V,,0
27164,V,ere,4
27165,V,re,2
27166,V,re,2
27167,V,re,2
27168,V,are,4
27169,V,re,2
27170,V,re,5
27171,A,,0
27172,V,are,2
27173,V,re,5
27174,A,ire,3
27175,V,re,2
27176,V,are,4
27177,V,are,7
27178,A,re,3
27179,V,are,3
27180,V,are,6
27181,A,sso,3
27182,V,e,2
27183,V,are,8
27184,V,re,4
27185,A,re,3
27186,V,,2
27187,V,are,6
27188,V,iare,4
27189,V,re,3
27190,V,re,3
27191,V,are,6
27192,V,re,2
27193,V,re,2
27194,V,e,3
27195,V,are,6
27196,V,re,4
27197,V,are,4
27198,V,re,3
27199,V,re,3
27200,V,are,5
27201,V,are,5
27202,V,re,0
27203,V,re,3
27204,A,e,1
27205,V,re,3
27206,V,are,3
27207,N,o,0
27208,V,re,2
27209,A,,0
27210,V,are,7
27211,V,ere,1
27212,V,are,1
27213,V,re,3
27214,A,o,1
27215,N,a,1
27216,V,re,4
27217,V,e,2
27218,V,are,2
27219,V,re,2
27220,A,re,3
27221,V,re,2
27222,A,o,1
27223,V,,3
27224,V,ere,2
27225,V,are,3
27226,V,are,5
27227,V,are,2
27228,V,gere,2
27229,V,re,3
27230,N,,1
27231,V,,3
27232,V,re,4
27233,V,ere,1
27234,V,re,2
27235,V,e,6
27236,A,o,1
27237,V,re,3
27238,V,re,3
27239,V,re,2
27240,V,re,2
27241,V,are,6
27242,V,re,3
27243,V,are,8
27244,V,re,3
27245,V,re,3
27246,V,re,5
27247,V,are,6
27248,V,re,2
27249,V,e,0
27250,V,are,4
27251,V,re,2
27252,V,,0
27253,V,are,5
27254,V,re,2
27255,V,re,4
27256,A,re,3
27257,V,re,3
27258,N,o,0
27259,V,re,3
27260,A,re,3
27261,V,are,3
27262,V,are,4
27263,V,re,3
27264,V,re,3
27265,A,o,1
27266,V,are,5
27267,A,re,3
27268,V,re,4
27269,A,re,3
27270,V,re,3
27271,N,e,1
27272,V,e,2
27273,N,,0
27274,A,re,3
27275,V,re,1
27276,V,re,5
27277,V,re,5
27278,V,e,3
27279,V,re,1
27280,V,ere,3
27281,A,re,3
27282,V,are,3
27283,V,are,5
27284,V,are,7
27285,V,re,4
27286,V,are,7
27287,V,are,2
27288,V,re,2
27289,A,o,1
27290,V,re,2
27291,V,re,3
27292,V,re,4
27293,V,re,2
27294,V,are,4
27295,V,dere,3
27296,V,,1
27297,V,rre,5
27298,V,re,4
27299,V,re,1
27300,V,re,4
27301,V,,0
27302,V,re,3
27303,V,re,1
27304,V,are,4
27305,A,re,3
27306,V,re,5
27307,V,iare,8
27308,V,are,6
27309,N,,0
27310,V,re,2
27311,V,re,3
27312,V,e,2
27313,V,re,4
27314,V,re,3
27315,V,re,5
27316,V,e,2
27317,V,are,6
27318,V,are,3
27319,V,re,3
27320,A,,0
27321,V,are,6
27322,V,are,4
27323,V,e,2
27324,V,,0
27325,N,a,1
27326,V,,0
27327,V,are,7
27328,V,are,4
27329,V,are,1
27330,V,re,0
